Timestamp,No,x,y,z
2025-09-03 17:09:29,330, -9816, 1012, 11436
2025-09-03 17:09:29,331, -14060, 2652, 9620
2025-09-03 17:09:29,332, -14676, 2404, 9644
2025-09-03 17:09:29,333, -14432, 1432, 10032
2025-09-03 17:09:29,334, -13440, 4564, 19040
2025-09-03 17:09:29,335, -9532, 9660, 25004
2025-09-03 17:09:29,336, -764, -984, 928
2025-09-03 17:09:29,337, 6568, -5492, -12396
2025-09-03 17:09:29,338, 6000, -19028, -23912
2025-09-03 17:09:30,339, 2432, -17312, -31360
2025-09-03 17:09:30,340, 1392, -14744, -16456
2025-09-03 17:09:30,341, 1004, -7400, -7432
2025-09-03 17:09:30,342, -7440, 676, 19876
2025-09-03 17:09:30,343, -13788, 5992, 10656
2025-09-03 17:09:30,344, -12632, 3052, 8200
2025-09-03 17:09:30,345, -13920, 4596, 14120
2025-09-03 17:09:30,346, -12428, 6916, 24924
2025-09-03 17:09:30,347, -8728, 4232, 14544
2025-09-03 17:09:30,348, -4048, 88, -944
2025-09-03 17:09:31,349, 6116, -4772, -12152
2025-09-03 17:09:31,350, 5656, -20284, -32768
2025-09-03 17:09:31,351, 1608, -13596, -25592
2025-09-03 17:09:31,352, -296, -6428, -11668
2025-09-03 17:09:31,353, -3248, -4188, 1276
2025-09-03 17:09:31,354, -11172, 2608, 19256
2025-09-03 17:09:31,355, -12716, 4552, 12632
2025-09-03 17:09:31,356, -13304, 5448, 14048
2025-09-03 17:09:31,357, -12612, 6288, 25876
2025-09-03 17:09:31,358, -8016, 2788, 10988
2025-09-03 17:09:32,359, 296, 1340, -3188
2025-09-03 17:09:32,360, 7128, -4508, -15832
2025-09-03 17:09:32,361, 8908, -16700, -32768
2025-09-03 17:09:32,362, 6120, -12500, -25960
2025-09-03 17:09:32,363, 3820, -8092, -16768
2025-09-03 17:09:32,364, 480, -5280, -5400
2025-09-03 17:09:32,365, -7932, 540, 19212
2025-09-03 17:09:32,366, -13324, 6132, 13896
2025-09-03 17:09:32,367, -14756, 3980, 15464
2025-09-03 17:09:33,368, -14396, 1636, 19172
2025-09-03 17:09:33,369, -11164, 4864, 20292
2025-09-03 17:09:33,370, -4240, 1148, 3684
2025-09-03 17:09:33,371, 4044, 1744, -6820
2025-09-03 17:09:33,372, 13704, -9392, -19080
2025-09-03 17:09:33,373, 17532, -13920, -32768
2025-09-03 17:09:33,374, 9872, -10936, -22500
2025-09-03 17:09:33,375, 5812, -8328, -10692
2025-09-03 17:09:33,376, 1100, -5792, 13112
2025-09-03 17:09:33,377, -9832, 13252, 27948
2025-09-03 17:09:34,378, -12788, 9380, 25712
2025-09-03 17:09:34,379, -7008, 1676, 7172
2025-09-03 17:09:34,380, 316, -18504, -30112
2025-09-03 17:09:34,381, -3148, -10764, -22840
2025-09-03 17:09:34,382, -14232, 7160, 32764
2025-09-03 17:09:34,383, -8952, 7924, 12956
2025-09-03 17:09:34,384, -840, -17068, -32768
2025-09-03 17:09:34,385, -7408, -5844, 14464
2025-09-03 17:09:34,386, -14968, 16136, 32764
2025-09-03 17:09:34,387, -3976, -16676, -31472
2025-09-03 17:09:35,388, -6440, -4396, 1560
2025-09-03 17:09:35,389, -14908, 18440, 32764
2025-09-03 17:09:35,390, -4880, -16232, -22548
2025-09-03 17:09:35,391, -4924, -7244, -10512
2025-09-03 17:09:35,392, -15276, 17484, 32764
2025-09-03 17:09:35,393, -6920, -11892, -14324
2025-09-03 17:09:35,394, -7216, -7544, -18172
2025-09-03 17:09:35,395, -14484, 16236, 32764
2025-09-03 17:09:35,396, -8920, -4780, 1580
2025-09-03 17:09:35,397, -8516, -12740, -26132
2025-09-03 17:09:36,398, -13468, 13928, 32764
2025-09-03 17:09:36,399, -10224, 144, 10108
2025-09-03 17:09:36,400, -9004, -15496, -29472
2025-09-03 17:09:36,401, -11564, 4940, 30360
2025-09-03 17:09:36,402, -12596, 6472, 19204
2025-09-03 17:09:36,403, -9840, -16240, -24720
2025-09-03 17:09:36,404, -10716, -3004, 7912
2025-09-03 17:09:36,405, -13904, 11776, 24848
2025-09-03 17:09:36,406, -10104, -14244, -16660
2025-09-03 17:09:36,407, -10220, -7432, -2900
2025-09-03 17:09:37,408, -15016, 13868, 27800
2025-09-03 17:09:37,409, -10100, -9576, -6588
2025-09-03 17:09:37,410, -9948, -10964, -15204
2025-09-03 17:09:37,411, -14668, 12208, 32128
2025-09-03 17:09:37,412, -11756, 4912, 15812
2025-09-03 17:09:37,413, -5656, -4344, 10336
2025-09-03 17:09:37,414, 3784, -17020, -5288
2025-09-03 17:09:37,415, 7520, -21804, -23844
2025-09-03 17:09:37,416, 3364, -15052, -29684
2025-09-03 17:09:37,417, 1540, -13532, -13788
2025-09-03 17:09:38,418, 1024, -13648, -5400
2025-09-03 17:09:38,419, -2488, -3548, 21432
2025-09-03 17:09:38,420, -13660, 22228, 25180
2025-09-03 17:09:38,421, -10212, 6192, 15360
2025-09-03 17:09:38,422, -5952, -4564, 732
2025-09-03 17:09:38,423, -2216, -9788, -7064
2025-09-03 17:09:38,424, 480, -16416, -19048
2025-09-03 17:09:38,425, 1824, -18000, -23728
2025-09-03 17:09:38,426, -1492, -12648, -15784
2025-09-03 17:09:38,427, -2968, -9748, -9588
2025-09-03 17:09:39,428, -5252, -6616, 10648
2025-09-03 17:09:39,429, -13576, 9060, 25520
2025-09-03 17:09:39,430, -13984, 6356, 19304
2025-09-03 17:09:39,431, -10100, 1692, 12508
2025-09-03 17:09:39,432, -5616, -5080, -2112
2025-09-03 17:09:39,433, -1872, -11544, -9792
2025-09-03 17:09:39,434, 2524, -21252, -22536
2025-09-03 17:09:39,435, 1344, -14524, -24408
2025-09-03 17:09:39,436, -1544, -10940, -12728
2025-09-03 17:09:39,437, -2928, -9716, -876
2025-09-03 17:09:40,438, -7496, 4988, 24908
2025-09-03 17:09:40,439, -14004, 8712, 19744
2025-09-03 17:09:40,440, -11548, 1480, 14992
2025-09-03 17:09:40,441, -7056, -5576, -1304
2025-09-03 17:09:40,442, -4284, -9880, -12140
2025-09-03 17:09:40,443, -1680, -12244, -22404
2025-09-03 17:09:40,444, -2392, -10276, -21908
2025-09-03 17:09:40,445, -5552, -8460, -12600
2025-09-03 17:09:40,446, -4460, -9564, 12440
2025-09-03 17:09:40,447, -13008, 7332, 20912
2025-09-03 17:09:41,448, -13484, 5420, 17624
2025-09-03 17:09:41,449, -10368, 40, 12144
2025-09-03 17:09:41,450, -4844, -8668, -3820
2025-09-03 17:09:41,451, 868, -15932, -19152
2025-09-03 17:09:41,452, -916, -9788, -29104
2025-09-03 17:09:41,453, -3356, -9036, -14228
2025-09-03 17:09:41,454, -5868, -6144, 25852
2025-09-03 17:09:41,455, -15272, 12916, 24780
2025-09-03 17:09:41,456, -10332, -1056, 556
2025-09-03 17:09:42,457, -9160, -9032, -10256
2025-09-03 17:09:42,458, -9780, -11056, -23552
2025-09-03 17:09:42,459, -5680, -7616, -2292
2025-09-03 17:09:42,460, -13140, 13216, 32764
2025-09-03 17:09:42,461, -11356, 1784, 9968
2025-09-03 17:09:42,462, -9656, -9268, -4164
2025-09-03 17:09:42,463, -7412, -15004, -22480
2025-09-03 17:09:42,464, -4984, -6052, -15764
2025-09-03 17:09:42,465, -10884, 11128, 32764
2025-09-03 17:09:42,466, -11452, 4668, 15584
2025-09-03 17:09:43,467, -6688, -10352, -12796
2025-09-03 17:09:43,468, -6896, -10860, -27932
2025-09-03 17:09:43,469, -7824, -1468, 21408
2025-09-03 17:09:43,470, -12672, 12748, 29296
2025-09-03 17:09:43,471, -8696, -6384, -2588
2025-09-03 17:09:43,472, -6296, -15644, -26784
2025-09-03 17:09:43,473, -6304, -6612, -10800
2025-09-03 17:09:43,474, -11652, 15720, 32764
2025-09-03 17:09:43,475, -10920, 4072, 13324
2025-09-03 17:09:43,476, -10812, -7404, -2352
2025-09-03 17:09:44,477, -10980, -9468, -5484
2025-09-03 17:09:44,478, -8584, -16036, -21604
2025-09-03 17:09:44,479, -7208, -8912, -11060
2025-09-03 17:09:44,480, -9476, -1868, 22012
2025-09-03 17:09:44,481, -13984, 12724, 28444
2025-09-03 17:09:44,482, -9444, -36, 7636
2025-09-03 17:09:44,483, -2876, -15632, -12516
2025-09-03 17:09:44,484, -4296, -12104, -29692
2025-09-03 17:09:44,485, -5812, -8008, -4280
2025-09-03 17:09:44,486, -13268, 9700, 32764
2025-09-03 17:09:45,487, -10732, 3760, 9884
2025-09-03 17:09:45,488, -7736, -13096, -19600
2025-09-03 17:09:45,489, -8588, -8852, -17952
2025-09-03 17:09:45,490, -12408, 5624, 32764
2025-09-03 17:09:45,491, -12920, 5172, 16908
2025-09-03 17:09:45,492, -7956, -12952, -13116
2025-09-03 17:09:45,493, -8632, -9036, -22280
2025-09-03 17:09:45,494, -10612, 2240, 31684
2025-09-03 17:09:45,495, -13900, 7708, 19900
2025-09-03 17:09:45,496, -9236, -9712, -7816
2025-09-03 17:09:46,497, -9884, -11536, -22228
2025-09-03 17:09:46,498, -10528, 240, 20056
2025-09-03 17:09:46,499, -13288, 12348, 24960
2025-09-03 17:09:46,500, -8272, -8932, -7436
2025-09-03 17:09:46,501, -8308, -12476, -26156
2025-09-03 17:09:46,502, -9740, -76, 15924
2025-09-03 17:09:46,503, -14024, 12520, 26976
2025-09-03 17:09:46,504, -9704, -9060, -6896
2025-09-03 17:09:46,505, -9836, -12044, -22596
2025-09-03 17:09:46,506, -9804, -448, 25592
2025-09-03 17:09:47,507, -15144, 10092, 16316
2025-09-03 17:09:47,508, -13408, -12212, -6616
2025-09-03 17:09:47,509, -14912, 2192, 8352
2025-09-03 17:09:47,510, -13664, -6720, 7328
2025-09-03 17:09:47,511, -14020, -1944, 12088
2025-09-03 17:09:47,512, -15208, 12, 7764
2025-09-03 17:09:47,513, -14044, 5088, 14616
2025-09-03 17:09:47,514, -11352, -5684, -736
2025-09-03 17:09:47,515, -9056, -17124, -25112
2025-09-03 17:09:47,516, -7988, -6292, 8652
2025-09-03 17:09:48,517, -14520, 12144, 24752
2025-09-03 17:09:48,518, -10536, -2192, 368
2025-09-03 17:09:48,519, -10596, -17836, -18736
2025-09-03 17:09:48,520, -11080, -6628, 6192
2025-09-03 17:09:48,521, -14568, 16100, 28856
2025-09-03 17:09:48,522, -9872, -2324, -180
2025-09-03 17:09:48,523, -7832, -20028, -25468
2025-09-03 17:09:48,524, -8692, -1800, 10600
2025-09-03 17:09:48,525, -14468, 16784, 26960
2025-09-03 17:09:49,526, -9080, -10104, -6536
2025-09-03 17:09:49,527, -9220, -14232, -23156
2025-09-03 17:09:49,528, -10568, 6460, 23868
2025-09-03 17:09:49,529, -13200, 13172, 21932
2025-09-03 17:09:49,530, -9680, -9892, -6600
2025-09-03 17:09:49,531, -10100, -13588, -21320
2025-09-03 17:09:49,532, -9328, -4476, 5064
2025-09-03 17:09:49,533, -15620, 13020, 25664
2025-09-03 17:09:49,534, -10568, -280, 2616
2025-09-03 17:09:49,535, -6892, -17268, -16508
2025-09-03 17:09:50,536, -8452, -11228, -20224
2025-09-03 17:09:50,537, -8588, 6076, 32764
2025-09-03 17:09:50,538, -12132, 13156, 21724
2025-09-03 17:09:50,539, -9252, -4664, -948
2025-09-03 17:09:50,540, -8584, -15628, -12468
2025-09-03 17:09:50,541, -9340, -15288, -20204
2025-09-03 17:09:50,542, -3480, -7736, 664
2025-09-03 17:09:50,543, -10996, 20560, 32764
2025-09-03 17:09:50,544, -9304, 2800, 9644
2025-09-03 17:09:50,545, -6916, -12848, -6188
2025-09-03 17:09:51,546, -6476, -16576, -21584
2025-09-03 17:09:51,547, -6160, -10204, -18156
2025-09-03 17:09:51,548, -6036, -3228, 24760
2025-09-03 17:09:51,549, -12488, 15260, 32764
2025-09-03 17:09:51,550, -8948, -5416, -224
2025-09-03 17:09:51,551, -7052, -17444, -14960
2025-09-03 17:09:51,552, -7240, -14088, -21412
2025-09-03 17:09:51,553, -5512, -8788, 5076
2025-09-03 17:09:51,554, -12656, 12524, 32764
2025-09-03 17:09:51,555, -10528, 644, 7312
2025-09-03 17:09:52,556, -10784, -7296, -2492
2025-09-03 17:09:52,557, -8216, -16980, -9248
2025-09-03 17:09:52,558, -8480, -16828, -18648
2025-09-03 17:09:52,559, -5660, -7344, 13612
2025-09-03 17:09:52,560, -13680, 18968, 32764
2025-09-03 17:09:52,561, -10004, -1508, 2856
2025-09-03 17:09:52,562, -7716, -10772, -6596
2025-09-03 17:09:52,563, -5736, -21476, -24892
2025-09-03 17:09:52,564, -2896, -14968, -9420
2025-09-03 17:09:52,565, -9460, 14684, 32764
2025-09-03 17:09:53,566, -9432, 9692, 15548
2025-09-03 17:09:53,567, -8356, -8076, -1196
2025-09-03 17:09:53,568, -2924, -22064, -15220
2025-09-03 17:09:53,569, -3232, -16888, -26284
2025-09-03 17:09:53,570, -4132, -6224, 27328
2025-09-03 17:09:53,571, -12004, 16804, 32764
2025-09-03 17:09:53,572, -9284, -2056, 1308
2025-09-03 17:09:53,573, -3032, -16008, -14216
2025-09-03 17:09:53,574, -3092, -17828, -28368
2025-09-03 17:09:53,575, -2376, -11504, 16976
2025-09-03 17:09:54,576, -11464, 18596, 32764
2025-09-03 17:09:54,577, -9252, -1136, 4716
2025-09-03 17:09:54,578, -7480, -12324, -4720
2025-09-03 17:09:54,579, -5820, -16160, -19252
2025-09-03 17:09:54,580, -6844, -15284, -16124
2025-09-03 17:09:54,581, -8420, -10080, 9784
2025-09-03 17:09:54,582, -13644, 6368, 16724
2025-09-03 17:09:54,583, -13304, 5328, 14120
2025-09-03 17:09:54,584, -13104, 4188, 21248
2025-09-03 17:09:54,585, -10672, 508, 10828
2025-09-03 17:09:55,586, -7068, -6620, -2420
2025-09-03 17:09:55,587, -5148, -11148, -5220
2025-09-03 17:09:55,588, 632, -19856, -16080
2025-09-03 17:09:55,589, 824, -17468, -21896
2025-09-03 17:09:55,590, 1476, -14124, -16156
2025-09-03 17:09:55,591, -772, -13992, -9816
2025-09-03 17:09:55,592, -3848, -12924, 12124
2025-09-03 17:09:55,593, -13112, 1588, 13352
2025-09-03 17:09:55,594, -11624, 3768, 13104
2025-09-03 17:09:55,595, -12792, 3360, 16848
2025-09-03 17:09:56,596, -10660, 5384, 22088
2025-09-03 17:09:56,597, -8008, -236, 5020
2025-09-03 17:09:56,598, -3980, -5504, -4224
2025-09-03 17:09:56,599, 160, -15412, -10064
2025-09-03 17:09:56,600, 3272, -19860, -20040
2025-09-03 17:09:56,601, 2644, -16004, -25332
2025-09-03 17:09:56,602, 2200, -14776, -15168
2025-09-03 17:09:56,603, 688, -12560, -2960
2025-09-03 17:09:56,604, -6508, -2244, 19384
2025-09-03 17:09:57,605, -11904, 5316, 18208
2025-09-03 17:09:57,606, -12448, 5604, 17272
2025-09-03 17:09:57,607, -11496, 4908, 22172
2025-09-03 17:09:57,608, -8720, 924, 9636
2025-09-03 17:09:57,609, -1652, -5424, -3888
2025-09-03 17:09:57,610, 2796, -15240, -14240
2025-09-03 17:09:57,611, 3680, -19712, -24920
2025-09-03 17:09:57,612, 1964, -13784, -21556
2025-09-03 17:09:57,613, 504, -12404, -13532
2025-09-03 17:09:57,614, -2112, -7908, 3972
2025-09-03 17:09:58,615, -10984, 3252, 18640
2025-09-03 17:09:58,616, -12364, 8140, 22288
2025-09-03 17:09:58,617, -12800, 6084, 17896
2025-09-03 17:09:58,618, -10892, 7340, 16488
2025-09-03 17:09:58,619, -7352, -1216, 808
2025-09-03 17:09:58,620, -1812, -10172, -7132
2025-09-03 17:09:58,621, 1556, -17484, -16848
2025-09-03 17:09:58,622, 4548, -17860, -24776
2025-09-03 17:09:58,623, 524, -11100, -17052
